Tieback,Comment,CategoryCode,Category,SubCategoryCode,SubCategory,Coded CategoryCode,Category_1,Coded SubCategoryCode,SubCategory_1,ConditionCode,Condition Description,FinalCode,Hot Alert
57702558,"Perhaps this is not the place for this, but in case I don't have an opportunity later, I'll mention it now. In my XLE model, I have the Audio Plus system. It is pretty good. However, it was not explained to me before purchase nor is your Corolla booklet clear, that if I wanted the JBL Clari-Fi audio system, I had to but a car that already had it in. As a result, I now can't have that system.",29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",99,Audio/Comm/Nav problem other than listed,WC,"Would like to have, change, add feature, make standard",052999WC,True
57684358,"Seller said I would have back up feature where the car will automatically stop car detects something behind the car while I am driving in reverse, provided I am driving less than 25 miles.  I tested the feature with a plastic trash can-it didn't work.  My brother tested it with me walking behind the car-it didn't work.  No, my brother did not hit me. Now I'm told, I do not have that feature.",26,Seats,99,Seat problem other than listed,14,Interior Operation & Controls,34,Pre-collision system,WC,"Would like to have, change, add feature, make standard",051434WC,True
57670228,"I have an older garage door opener (late 1990s) and my vehicle will not communicate with it. When I bought this Toyota, I had a 2013 BMW that communicated with it just fine. We have spoken to Toyota about those and got no real resolution. I am using a portable garage door opener attached to my visor just like the old days because of this issue. This issue is not serious but is very annoying.",14,Interior Operation & Controls,25,"Garage door opener, Home link",14,Interior Operation & Controls,25,"Garage door opener, Home link",PG,Pairing (connect-compatible),051425PG,True
57700830,"When purchased the car was told it comes with CarPlay but I was lied, the car didn’t   come with it. When complained at the dealership the GM told me to come back in December  for the upgrade on the system and I  will have CarPlay then, it is just  a month that you need to wait he said. In December went to the dealership for the upgrade and was told there is no upgrade. where is my CarPlay?",29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,WC,"Would like to have, change, add feature, make standard",052958WC,True
57700830,"When purchased the car was told it comes with CarPlay but I was lied, the car didn’t   come with it. When complained at the dealership the GM told me to come back in December  for the upgrade on the system and I  will have CarPlay then, it is just  a month that you need to wait he said. In December went to the dealership for the upgrade and was told there is no upgrade. where is my CarPlay?",29,"Audio, Communication, Navigation System",58,Apple CarPlay™/Android Auto™,NULL,NULL,NULL,NULL,NULL,NULL,9,True
57631156,"The mileage on the 4Runner is so poor I almost didn't buy one, but did because I will be going to remote trailheads where locking rear differential is needed. I have read in car magazines that the next generation of 4Runners will likely have more gears and better mileage. Please, please improve mileage if you want me to keep buying 4Runners. Poor fuel mileage is the 4Runner's biggest flaw.",41,Engine,15,Poor fuel consumption,41,Engine,15,Poor fuel consumption,CJ,Consumption,054115CJ,True
57607314,I had a small rock hit the front windshield and create a sizeable splintering crack. This wasn't a big rock and this isn't the first I have heard of Tacomas have weak front windshields. I had it filled in but I am going to have to replace the windshield because the crack can still be seen and is directly in my field of view. I will probably not replace it through Toyota because of quality.,19,Exterior Body,16,Front windshield,19,Exterior Body,16,Front windshield,QA,"Quality (cheap looking, cheaply made",051916QA,True
57695917,"I had a 1994 Corolla before this 2020 one. The cup holders on the 1994 car were only able to handle a McDonald's small/medium size beverage, while this current car can handle anything I would regularly come across. That being said, I often times have a passenger with me and here in Texas our drinks are extremely large. We can not have both of beverages in the cup holders at the same time.",14,Interior Operation & Controls,4,Cup holder,14,Interior Operation & Controls,4,Cup holder,SH,Size,051404SH,True
57668209,"I have the jbl premium system. It has some great qualities like clear bass and treble, however, the entire midrange is flat no matter how I adjust the system. I can’t help but think speaker placement is the issue. Having only mid drivers in the front doors and the tweeters so far forward on the dash, leaves it sounding like all the vocals are coming from the dash alone(even with it faded)",29,"Audio, Communication, Navigation System",5,Audio sound quality,29,"Audio, Communication, Navigation System",5,Audio sound quality,SL,Sound quality ,052905SL,True
57592049,"I am so disappointed in the navigation system.  It is too slow to start, it does not bring you to the location of the selected address but in the vicinity.  As a Realtor, navigation is crucial for me, and this is way below expectation for a $50K automobile.  It takes me in circles.  Can't figure out if I can select  example: shortest distance or fastest time, etc.  Not liking this at all.",29,"Audio, Communication, Navigation System",20,Navigation performance,29,"Audio, Communication, Navigation System",20,Navigation performance,PA,Performance,052920PA,False
57631484,"Temporary tags were defective. Apparently was a known issue on a bad batch of tags. If known, why is dealership still issuing them? Dealership said it ok to drive with without numbers on my temp tag as long as I had papers. Dealership sent me to BMV. BMV told me to go to dealership. BMV said it’s illegal to drive on road without numbers on tags. Unable to drive my vehicle for a few days.",19,Exterior Body,99,Exterior problem other than listed,NULL,NULL,NULL,NULL,NULL,NULL,9,True
57631484,"Temporary tags were defective. Apparently was a known issue on a bad batch of tags. If known, why is dealership still issuing them? Dealership said it ok to drive with without numbers on my temp tag as long as I had papers. Dealership sent me to BMV. BMV told me to go to dealership. BMV said it’s illegal to drive on road without numbers on tags. Unable to drive my vehicle for a few days.",19,Exterior Body,99,Exterior problem other than listed,0,Vehicle General,99,General comment other than listed above,ZZ,Unspecified ,050099ZZ,True
